ID; partition; Off.size.vector; Parent.size; Off.num; Cost.allowed
1706; 9, 3, 2, 2, 1, 1, 1; 3, 2, 1, 0, 0, 0, 0, 0, 1; 19; 7; 0
1707; 9, 3, 2, 1, 1, 1, 1, 1; 5, 1, 1, 0, 0, 0, 0, 0, 1; 19; 8; 0
1708; 9, 3, 1, 1, 1, 1, 1, 1, 1; 7, 0, 1, 0, 0, 0, 0, 0, 1; 19; 9; 0
1709; 9, 2, 2, 2, 2, 2; 0, 5, 0, 0, 0, 0, 0, 0, 1; 19; 6; 1
1710; 9, 2, 2, 2, 2, 1, 1; 2, 4, 0, 0, 0, 0, 0, 0, 1; 19; 7; 0
1711; 9, 2, 2, 2, 1, 1, 1, 1; 4, 3, 0, 0, 0, 0, 0, 0, 1; 19; 8; 0
1712; 9, 2, 2, 1, 1, 1, 1, 1, 1; 6, 2, 0, 0, 0, 0, 0, 0, 1; 19; 9; 0
1713; 9, 2, 1, 1, 1, 1, 1, 1, 1, 1; 8, 1, 0, 0, 0, 0, 0, 0, 1; 19; 10; 0
1714; 9, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1; 10, 0, 0, 0, 0, 0, 0, 0, 1; 19; 11; 0
1715; 8, 8, 3; 0, 0, 1, 0, 0, 0, 0, 2; 19; 3; 1
1716; 8, 8, 2, 1; 1, 1, 0, 0, 0, 0, 0, 2; 19; 4; 1
1717; 8, 8, 1, 1, 1; 3, 0, 0, 0, 0, 0, 0, 2; 19; 5; 1
1718; 8, 7, 4; 0, 0, 0, 1, 0, 0, 1, 1; 19; 3; 1
1719; 8, 7, 3, 1; 1, 0, 1, 0, 0, 0, 1, 1; 19; 4; 0
1720; 8, 7, 2, 2; 0, 2, 0, 0, 0, 0, 1, 1; 19; 4; 1
1721; 8, 7, 2, 1, 1; 2, 1, 0, 0, 0, 0, 1, 1; 19; 5; 0
1722; 8, 7, 1, 1, 1, 1; 4, 0, 0, 0, 0, 0, 1, 1; 19; 6; 0
1723; 8, 6, 5; 0, 0, 0, 0, 1, 1, 0, 1; 19; 3; 1
1724; 8, 6, 4, 1; 1, 0, 0, 1, 0, 1, 0, 1; 19; 4; 1
1725; 8, 6, 3, 2; 0, 1, 1, 0, 0, 1, 0, 1; 19; 4; 0
1726; 8, 6, 3, 1, 1; 2, 0, 1, 0, 0, 1, 0, 1; 19; 5; 0
1727; 8, 6, 2, 2, 1; 1, 2, 0, 0, 0, 1, 0, 1; 19; 5; 0
1728; 8, 6, 2, 1, 1, 1; 3, 1, 0, 0, 0, 1, 0, 1; 19; 6; 0
1729; 8, 6, 1, 1, 1, 1, 1; 5, 0, 0, 0, 0, 1, 0, 1; 19; 7; 0
1730; 8, 5, 5, 1; 1, 0, 0, 0, 2, 0, 0, 1; 19; 4; 1
1731; 8, 5, 4, 2; 0, 1, 0, 1, 1, 0, 0, 1; 19; 4; 1
1732; 8, 5, 4, 1, 1; 2, 0, 0, 1, 1, 0, 0, 1; 19; 5; 0
1733; 8, 5, 3, 3; 0, 0, 2, 0, 1, 0, 0, 1; 19; 4; 0
1734; 8, 5, 3, 2, 1; 1, 1, 1, 0, 1, 0, 0, 1; 19; 5; 0
1735; 8, 5, 3, 1, 1, 1; 3, 0, 1, 0, 1, 0, 0, 1; 19; 6; 0
1736; 8, 5, 2, 2, 2; 0, 3, 0, 0, 1, 0, 0, 1; 19; 5; 1
1737; 8, 5, 2, 2, 1, 1; 2, 2, 0, 0, 1, 0, 0, 1; 19; 6; 0
1738; 8, 5, 2, 1, 1, 1, 1; 4, 1, 0, 0, 1, 0, 0, 1; 19; 7; 0
1739; 8, 5, 1, 1, 1, 1, 1, 1; 6, 0, 0, 0, 1, 0, 0, 1; 19; 8; 0
1740; 8, 4, 4, 3; 0, 0, 1, 2, 0, 0, 0, 1; 19; 4; 0
1741; 8, 4, 4, 2, 1; 1, 1, 0, 2, 0, 0, 0, 1; 19; 5; 0
1742; 8, 4, 4, 1, 1, 1; 3, 0, 0, 2, 0, 0, 0, 1; 19; 6; 0
1743; 8, 4, 3, 3, 1; 1, 0, 2, 1, 0, 0, 0, 1; 19; 5; 0
1744; 8, 4, 3, 2, 2; 0, 2, 1, 1, 0, 0, 0, 1; 19; 5; 0
1745; 8, 4, 3, 2, 1, 1; 2, 1, 1, 1, 0, 0, 0, 1; 19; 6; 0
1746; 8, 4, 3, 1, 1, 1, 1; 4, 0, 1, 1, 0, 0, 0, 1; 19; 7; 0
1747; 8, 4, 2, 2, 2, 1; 1, 3, 0, 1, 0, 0, 0, 1; 19; 6; 0
1748; 8, 4, 2, 2, 1, 1, 1; 3, 2, 0, 1, 0, 0, 0, 1; 19; 7; 0
1749; 8, 4, 2, 1, 1, 1, 1, 1; 5, 1, 0, 1, 0, 0, 0, 1; 19; 8; 0
1750; 8, 4, 1, 1, 1, 1, 1, 1, 1; 7, 0, 0, 1, 0, 0, 0, 1; 19; 9; 0
1751; 8, 3, 3, 3, 2; 0, 1, 3, 0, 0, 0, 0, 1; 19; 5; 0
1752; 8, 3, 3, 3, 1, 1; 2, 0, 3, 0, 0, 0, 0, 1; 19; 6; 0
1753; 8, 3, 3, 2, 2, 1; 1, 2, 2, 0, 0, 0, 0, 1; 19; 6; 0
1754; 8, 3, 3, 2, 1, 1, 1; 3, 1, 2, 0, 0, 0, 0, 1; 19; 7; 0
1755; 8, 3, 3, 1, 1, 1, 1, 1; 5, 0, 2, 0, 0, 0, 0, 1; 19; 8; 0
1756; 8, 3, 2, 2, 2, 2; 0, 4, 1, 0, 0, 0, 0, 1; 19; 6; 0
1757; 8, 3, 2, 2, 2, 1, 1; 2, 3, 1, 0, 0, 0, 0, 1; 19; 7; 0
1758; 8, 3, 2, 2, 1, 1, 1, 1; 4, 2, 1, 0, 0, 0, 0, 1; 19; 8; 0
1759; 8, 3, 2, 1, 1, 1, 1, 1, 1; 6, 1, 1, 0, 0, 0, 0, 1; 19; 9; 0
1760; 8, 3, 1, 1, 1, 1, 1, 1, 1, 1; 8, 0, 1, 0, 0, 0, 0, 1; 19; 10; 0
1761; 8, 2, 2, 2, 2, 2, 1; 1, 5, 0, 0, 0, 0, 0, 1; 19; 7; 0
1762; 8, 2, 2, 2, 2, 1, 1, 1; 3, 4, 0, 0, 0, 0, 0, 1; 19; 8; 0
1763; 8, 2, 2, 2, 1, 1, 1, 1, 1; 5, 3, 0, 0, 0, 0, 0, 1; 19; 9; 0
1764; 8, 2, 2, 1, 1, 1, 1, 1, 1, 1; 7, 2, 0, 0, 0, 0, 0, 1; 19; 10; 0
1765; 8, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1; 9, 1, 0, 0, 0, 0, 0, 1; 19; 11; 0
1766; 8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1; 11, 0, 0, 0, 0, 0, 0, 1; 19; 12; 0
1767; 7, 7, 5; 0, 0, 0, 0, 1, 0, 2; 19; 3; 1
1768; 7, 7, 4, 1; 1, 0, 0, 1, 0, 0, 2; 19; 4; 1
1769; 7, 7, 3, 2; 0, 1, 1, 0, 0, 0, 2; 19; 4; 1
1770; 7, 7, 3, 1, 1; 2, 0, 1, 0, 0, 0, 2; 19; 5; 1
1771; 7, 7, 2, 2, 1; 1, 2, 0, 0, 0, 0, 2; 19; 5; 1
1772; 7, 7, 2, 1, 1, 1; 3, 1, 0, 0, 0, 0, 2; 19; 6; 0
1773; 7, 7, 1, 1, 1, 1, 1; 5, 0, 0, 0, 0, 0, 2; 19; 7; 1
1774; 7, 6, 6; 0, 0, 0, 0, 0, 2, 1; 19; 3; 1
1775; 7, 6, 5, 1; 1, 0, 0, 0, 1, 1, 1; 19; 4; 0
1776; 7, 6, 4, 2; 0, 1, 0, 1, 0, 1, 1; 19; 4; 0
1777; 7, 6, 4, 1, 1; 2, 0, 0, 1, 0, 1, 1; 19; 5; 0
1778; 7, 6, 3, 3; 0, 0, 2, 0, 0, 1, 1; 19; 4; 0
1779; 7, 6, 3, 2, 1; 1, 1, 1, 0, 0, 1, 1; 19; 5; 0
1780; 7, 6, 3, 1, 1, 1; 3, 0, 1, 0, 0, 1, 1; 19; 6; 0
1781; 7, 6, 2, 2, 2; 0, 3, 0, 0, 0, 1, 1; 19; 5; 0
1782; 7, 6, 2, 2, 1, 1; 2, 2, 0, 0, 0, 1, 1; 19; 6; 0
1783; 7, 6, 2, 1, 1, 1, 1; 4, 1, 0, 0, 0, 1, 1; 19; 7; 0
1784; 7, 6, 1, 1, 1, 1, 1, 1; 6, 0, 0, 0, 0, 1, 1; 19; 8; 0
1785; 7, 5, 5, 2; 0, 1, 0, 0, 2, 0, 1; 19; 4; 0
1786; 7, 5, 5, 1, 1; 2, 0, 0, 0, 2, 0, 1; 19; 5; 0
1787; 7, 5, 4, 3; 0, 0, 1, 1, 1, 0, 1; 19; 4; 0
1788; 7, 5, 4, 2, 1; 1, 1, 0, 1, 1, 0, 1; 19; 5; 0
1789; 7, 5, 4, 1, 1, 1; 3, 0, 0, 1, 1, 0, 1; 19; 6; 0
1790; 7, 5, 3, 3, 1; 1, 0, 2, 0, 1, 0, 1; 19; 5; 0
1791; 7, 5, 3, 2, 2; 0, 2, 1, 0, 1, 0, 1; 19; 5; 0
1792; 7, 5, 3, 2, 1, 1; 2, 1, 1, 0, 1, 0, 1; 19; 6; 0
1793; 7, 5, 3, 1, 1, 1, 1; 4, 0, 1, 0, 1, 0, 1; 19; 7; 0
1794; 7, 5, 2, 2, 2, 1; 1, 3, 0, 0, 1, 0, 1; 19; 6; 0
1795; 7, 5, 2, 2, 1, 1, 1; 3, 2, 0, 0, 1, 0, 1; 19; 7; 0
1796; 7, 5, 2, 1, 1, 1, 1, 1; 5, 1, 0, 0, 1, 0, 1; 19; 8; 0
1797; 7, 5, 1, 1, 1, 1, 1, 1, 1; 7, 0, 0, 0, 1, 0, 1; 19; 9; 0
1798; 7, 4, 4, 4; 0, 0, 0, 3, 0, 0, 1; 19; 4; 1
1799; 7, 4, 4, 3, 1; 1, 0, 1, 2, 0, 0, 1; 19; 5; 0
1800; 7, 4, 4, 2, 2; 0, 2, 0, 2, 0, 0, 1; 19; 5; 0
1801; 7, 4, 4, 2, 1, 1; 2, 1, 0, 2, 0, 0, 1; 19; 6; 0
1802; 7, 4, 4, 1, 1, 1, 1; 4, 0, 0, 2, 0, 0, 1; 19; 7; 0
1803; 7, 4, 3, 3, 2; 0, 1, 2, 1, 0, 0, 1; 19; 5; 0
1804; 7, 4, 3, 3, 1, 1; 2, 0, 2, 1, 0, 0, 1; 19; 6; 0
1805; 7, 4, 3, 2, 2, 1; 1, 2, 1, 1, 0, 0, 1; 19; 6; 0
1806; 7, 4, 3, 2, 1, 1, 1; 3, 1, 1, 1, 0, 0, 1; 19; 7; 0
1807; 7, 4, 3, 1, 1, 1, 1, 1; 5, 0, 1, 1, 0, 0, 1; 19; 8; 0
1808; 7, 4, 2, 2, 2, 2; 0, 4, 0, 1, 0, 0, 1; 19; 6; 0
1809; 7, 4, 2, 2, 2, 1, 1; 2, 3, 0, 1, 0, 0, 1; 19; 7; 0
1810; 7, 4, 2, 2, 1, 1, 1, 1; 4, 2, 0, 1, 0, 0, 1; 19; 8; 0
1811; 7, 4, 2, 1, 1, 1, 1, 1, 1; 6, 1, 0, 1, 0, 0, 1; 19; 9; 0
1812; 7, 4, 1, 1, 1, 1, 1, 1, 1, 1; 8, 0, 0, 1, 0, 0, 1; 19; 10; 0
1813; 7, 3, 3, 3, 3; 0, 0, 4, 0, 0, 0, 1; 19; 5; 1
1814; 7, 3, 3, 3, 2, 1; 1, 1, 3, 0, 0, 0, 1; 19; 6; 0
1815; 7, 3, 3, 3, 1, 1, 1; 3, 0, 3, 0, 0, 0, 1; 19; 7; 0
1816; 7, 3, 3, 2, 2, 2; 0, 3, 2, 0, 0, 0, 1; 19; 6; 0
1817; 7, 3, 3, 2, 2, 1, 1; 2, 2, 2, 0, 0, 0, 1; 19; 7; 0
1818; 7, 3, 3, 2, 1, 1, 1, 1; 4, 1, 2, 0, 0, 0, 1; 19; 8; 0
1819; 7, 3, 3, 1, 1, 1, 1, 1, 1; 6, 0, 2, 0, 0, 0, 1; 19; 9; 0
1820; 7, 3, 2, 2, 2, 2, 1; 1, 4, 1, 0, 0, 0, 1; 19; 7; 0
1821; 7, 3, 2, 2, 2, 1, 1, 1; 3, 3, 1, 0, 0, 0, 1; 19; 8; 0
1822; 7, 3, 2, 2, 1, 1, 1, 1, 1; 5, 2, 1, 0, 0, 0, 1; 19; 9; 0
1823; 7, 3, 2, 1, 1, 1, 1, 1, 1, 1; 7, 1, 1, 0, 0, 0, 1; 19; 10; 0
1824; 7, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1; 9, 0, 1, 0, 0, 0, 1; 19; 11; 0
1825; 7, 2, 2, 2, 2, 2, 2; 0, 6, 0, 0, 0, 0, 1; 19; 7; 1
1826; 7, 2, 2, 2, 2, 2, 1, 1; 2, 5, 0, 0, 0, 0, 1; 19; 8; 0
1827; 7, 2, 2, 2, 2, 1, 1, 1, 1; 4, 4, 0, 0, 0, 0, 1; 19; 9; 0
1828; 7, 2, 2, 2, 1, 1, 1, 1, 1, 1; 6, 3, 0, 0, 0, 0, 1; 19; 10; 0
1829; 7, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1; 8, 2, 0, 0, 0, 0, 1; 19; 11; 0
1830; 7, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1; 10, 1, 0, 0, 0, 0, 1; 19; 12; 0
1831; 7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1; 12, 0, 0, 0, 0, 0, 1; 19; 13; 0
1832; 6, 6, 6, 1; 1, 0, 0, 0, 0, 3; 19; 4; 1
1833; 6, 6, 5, 2; 0, 1, 0, 0, 1, 2; 19; 4; 1
1834; 6, 6, 5, 1, 1; 2, 0, 0, 0, 1, 2; 19; 5; 0
1835; 6, 6, 4, 3; 0, 0, 1, 1, 0, 2; 19; 4; 1
1836; 6, 6, 4, 2, 1; 1, 1, 0, 1, 0, 2; 19; 5; 0
1837; 6, 6, 4, 1, 1, 1; 3, 0, 0, 1, 0, 2; 19; 6; 0
1838; 6, 6, 3, 3, 1; 1, 0, 2, 0, 0, 2; 19; 5; 0
1839; 6, 6, 3, 2, 2; 0, 2, 1, 0, 0, 2; 19; 5; 1
1840; 6, 6, 3, 2, 1, 1; 2, 1, 1, 0, 0, 2; 19; 6; 0
1841; 6, 6, 3, 1, 1, 1, 1; 4, 0, 1, 0, 0, 2; 19; 7; 0
1842; 6, 6, 2, 2, 2, 1; 1, 3, 0, 0, 0, 2; 19; 6; 0
1843; 6, 6, 2, 2, 1, 1, 1; 3, 2, 0, 0, 0, 2; 19; 7; 0
1844; 6, 6, 2, 1, 1, 1, 1, 1; 5, 1, 0, 0, 0, 2; 19; 8; 0
1845; 6, 6, 1, 1, 1, 1, 1, 1, 1; 7, 0, 0, 0, 0, 2; 19; 9; 0
1846; 6, 5, 5, 3; 0, 0, 1, 0, 2, 1; 19; 4; 1
1847; 6, 5, 5, 2, 1; 1, 1, 0, 0, 2, 1; 19; 5; 0
1848; 6, 5, 5, 1, 1, 1; 3, 0, 0, 0, 2, 1; 19; 6; 0
1849; 6, 5, 4, 4; 0, 0, 0, 2, 1, 1; 19; 4; 1
1850; 6, 5, 4, 3, 1; 1, 0, 1, 1, 1, 1; 19; 5; 0
1851; 6, 5, 4, 2, 2; 0, 2, 0, 1, 1, 1; 19; 5; 0
1852; 6, 5, 4, 2, 1, 1; 2, 1, 0, 1, 1, 1; 19; 6; 0
1853; 6, 5, 4, 1, 1, 1, 1; 4, 0, 0, 1, 1, 1; 19; 7; 0
1854; 6, 5, 3, 3, 2; 0, 1, 2, 0, 1, 1; 19; 5; 0
1855; 6, 5, 3, 3, 1, 1; 2, 0, 2, 0, 1, 1; 19; 6; 0
1856; 6, 5, 3, 2, 2, 1; 1, 2, 1, 0, 1, 1; 19; 6; 0
1857; 6, 5, 3, 2, 1, 1, 1; 3, 1, 1, 0, 1, 1; 19; 7; 0
1858; 6, 5, 3, 1, 1, 1, 1, 1; 5, 0, 1, 0, 1, 1; 19; 8; 0
1859; 6, 5, 2, 2, 2, 2; 0, 4, 0, 0, 1, 1; 19; 6; 0
1860; 6, 5, 2, 2, 2, 1, 1; 2, 3, 0, 0, 1, 1; 19; 7; 0
1861; 6, 5, 2, 2, 1, 1, 1, 1; 4, 2, 0, 0, 1, 1; 19; 8; 0
1862; 6, 5, 2, 1, 1, 1, 1, 1, 1; 6, 1, 0, 0, 1, 1; 19; 9; 0
1863; 6, 5, 1, 1, 1, 1, 1, 1, 1, 1; 8, 0, 0, 0, 1, 1; 19; 10; 0
1864; 6, 4, 4, 4, 1; 1, 0, 0, 3, 0, 1; 19; 5; 1
1865; 6, 4, 4, 3, 2; 0, 1, 1, 2, 0, 1; 19; 5; 0
1866; 6, 4, 4, 3, 1, 1; 2, 0, 1, 2, 0, 1; 19; 6; 0
1867; 6, 4, 4, 2, 2, 1; 1, 2, 0, 2, 0, 1; 19; 6; 0
1868; 6, 4, 4, 2, 1, 1, 1; 3, 1, 0, 2, 0, 1; 19; 7; 0
1869; 6, 4, 4, 1, 1, 1, 1, 1; 5, 0, 0, 2, 0, 1; 19; 8; 0
1870; 6, 4, 3, 3, 3; 0, 0, 3, 1, 0, 1; 19; 5; 0
1871; 6, 4, 3, 3, 2, 1; 1, 1, 2, 1, 0, 1; 19; 6; 0
1872; 6, 4, 3, 3, 1, 1, 1; 3, 0, 2, 1, 0, 1; 19; 7; 0
1873; 6, 4, 3, 2, 2, 2; 0, 3, 1, 1, 0, 1; 19; 6; 0
1874; 6, 4, 3, 2, 2, 1, 1; 2, 2, 1, 1, 0, 1; 19; 7; 0
1875; 6, 4, 3, 2, 1, 1, 1, 1; 4, 1, 1, 1, 0, 1; 19; 8; 0
1876; 6, 4, 3, 1, 1, 1, 1, 1, 1; 6, 0, 1, 1, 0, 1; 19; 9; 0
1877; 6, 4, 2, 2, 2, 2, 1; 1, 4, 0, 1, 0, 1; 19; 7; 0
1878; 6, 4, 2, 2, 2, 1, 1, 1; 3, 3, 0, 1, 0, 1; 19; 8; 0
1879; 6, 4, 2, 2, 1, 1, 1, 1, 1; 5, 2, 0, 1, 0, 1; 19; 9; 0
1880; 6, 4, 2, 1, 1, 1, 1, 1, 1, 1; 7, 1, 0, 1, 0, 1; 19; 10; 0
1881; 6, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1; 9, 0, 0, 1, 0, 1; 19; 11; 0
1882; 6, 3, 3, 3, 3, 1; 1, 0, 4, 0, 0, 1; 19; 6; 0
1883; 6, 3, 3, 3, 2, 2; 0, 2, 3, 0, 0, 1; 19; 6; 0
1884; 6, 3, 3, 3, 2, 1, 1; 2, 1, 3, 0, 0, 1; 19; 7; 0
1885; 6, 3, 3, 3, 1, 1, 1, 1; 4, 0, 3, 0, 0, 1; 19; 8; 0
1886; 6, 3, 3, 2, 2, 2, 1; 1, 3, 2, 0, 0, 1; 19; 7; 0
1887; 6, 3, 3, 2, 2, 1, 1, 1; 3, 2, 2, 0, 0, 1; 19; 8; 0
1888; 6, 3, 3, 2, 1, 1, 1, 1, 1; 5, 1, 2, 0, 0, 1; 19; 9; 0
1889; 6, 3, 3, 1, 1, 1, 1, 1, 1, 1; 7, 0, 2, 0, 0, 1; 19; 10; 0
1890; 6, 3, 2, 2, 2, 2, 2; 0, 5, 1, 0, 0, 1; 19; 7; 0
1891; 6, 3, 2, 2, 2, 2, 1, 1; 2, 4, 1, 0, 0, 1; 19; 8; 0
1892; 6, 3, 2, 2, 2, 1, 1, 1, 1; 4, 3, 1, 0, 0, 1; 19; 9; 0
1893; 6, 3, 2, 2, 1, 1, 1, 1, 1, 1; 6, 2, 1, 0, 0, 1; 19; 10; 0
1894; 6, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1; 8, 1, 1, 0, 0, 1; 19; 11; 0
1895; 6, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1; 10, 0, 1, 0, 0, 1; 19; 12; 0
1896; 6, 2, 2, 2, 2, 2, 2, 1; 1, 6, 0, 0, 0, 1; 19; 8; 0
1897; 6, 2, 2, 2, 2, 2, 1, 1, 1; 3, 5, 0, 0, 0, 1; 19; 9; 0
1898; 6, 2, 2, 2, 2, 1, 1, 1, 1, 1; 5, 4, 0, 0, 0, 1; 19; 10; 0
1899; 6, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1; 7, 3, 0, 0, 0, 1; 19; 11; 0
1900; 6, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1; 9, 2, 0, 0, 0, 1; 19; 12; 0
1901; 6, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1; 11, 1, 0, 0, 0, 1; 19; 13; 0
1902; 6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1; 13, 0, 0, 0, 0, 1; 19; 14; 0
1903; 5, 5, 5, 4; 0, 0, 0, 1, 3; 19; 4; 1
1904; 5, 5, 5, 3, 1; 1, 0, 1, 0, 3; 19; 5; 1
1905; 5, 5, 5, 2, 2; 0, 2, 0, 0, 3; 19; 5; 1
1906; 5, 5, 5, 2, 1, 1; 2, 1, 0, 0, 3; 19; 6; 0
1907; 5, 5, 5, 1, 1, 1, 1; 4, 0, 0, 0, 3; 19; 7; 1
1908; 5, 5, 4, 4, 1; 1, 0, 0, 2, 2; 19; 5; 0
1909; 5, 5, 4, 3, 2; 0, 1, 1, 1, 2; 19; 5; 0
1910; 5, 5, 4, 3, 1, 1; 2, 0, 1, 1, 2; 19; 6; 0
1911; 5, 5, 4, 2, 2, 1; 1, 2, 0, 1, 2; 19; 6; 0
1912; 5, 5, 4, 2, 1, 1, 1; 3, 1, 0, 1, 2; 19; 7; 0
1913; 5, 5, 4, 1, 1, 1, 1, 1; 5, 0, 0, 1, 2; 19; 8; 0
1914; 5, 5, 3, 3, 3; 0, 0, 3, 0, 2; 19; 5; 1
1915; 5, 5, 3, 3, 2, 1; 1, 1, 2, 0, 2; 19; 6; 0
1916; 5, 5, 3, 3, 1, 1, 1; 3, 0, 2, 0, 2; 19; 7; 0
1917; 5, 5, 3, 2, 2, 2; 0, 3, 1, 0, 2; 19; 6; 0
1918; 5, 5, 3, 2, 2, 1, 1; 2, 2, 1, 0, 2; 19; 7; 0
1919; 5, 5, 3, 2, 1, 1, 1, 1; 4, 1, 1, 0, 2; 19; 8; 0
1920; 5, 5, 3, 1, 1, 1, 1, 1, 1; 6, 0, 1, 0, 2; 19; 9; 0
1921; 5, 5, 2, 2, 2, 2, 1; 1, 4, 0, 0, 2; 19; 7; 0
1922; 5, 5, 2, 2, 2, 1, 1, 1; 3, 3, 0, 0, 2; 19; 8; 0
1923; 5, 5, 2, 2, 1, 1, 1, 1, 1; 5, 2, 0, 0, 2; 19; 9; 0
1924; 5, 5, 2, 1, 1, 1, 1, 1, 1, 1; 7, 1, 0, 0, 2; 19; 10; 0
1925; 5, 5, 1, 1, 1, 1, 1, 1, 1, 1, 1; 9, 0, 0, 0, 2; 19; 11; 0
1926; 5, 4, 4, 4, 2; 0, 1, 0, 3, 1; 19; 5; 1
1927; 5, 4, 4, 4, 1, 1; 2, 0, 0, 3, 1; 19; 6; 0
1928; 5, 4, 4, 3, 3; 0, 0, 2, 2, 1; 19; 5; 0
1929; 5, 4, 4, 3, 2, 1; 1, 1, 1, 2, 1; 19; 6; 0
1930; 5, 4, 4, 3, 1, 1, 1; 3, 0, 1, 2, 1; 19; 7; 0
1931; 5, 4, 4, 2, 2, 2; 0, 3, 0, 2, 1; 19; 6; 0
1932; 5, 4, 4, 2, 2, 1, 1; 2, 2, 0, 2, 1; 19; 7; 0
1933; 5, 4, 4, 2, 1, 1, 1, 1; 4, 1, 0, 2, 1; 19; 8; 0
1934; 5, 4, 4, 1, 1, 1, 1, 1, 1; 6, 0, 0, 2, 1; 19; 9; 0
1935; 5, 4, 3, 3, 3, 1; 1, 0, 3, 1, 1; 19; 6; 0
1936; 5, 4, 3, 3, 2, 2; 0, 2, 2, 1, 1; 19; 6; 0
1937; 5, 4, 3, 3, 2, 1, 1; 2, 1, 2, 1, 1; 19; 7; 0
1938; 5, 4, 3, 3, 1, 1, 1, 1; 4, 0, 2, 1, 1; 19; 8; 0
1939; 5, 4, 3, 2, 2, 2, 1; 1, 3, 1, 1, 1; 19; 7; 0
1940; 5, 4, 3, 2, 2, 1, 1, 1; 3, 2, 1, 1, 1; 19; 8; 0
1941; 5, 4, 3, 2, 1, 1, 1, 1, 1; 5, 1, 1, 1, 1; 19; 9; 0
1942; 5, 4, 3, 1, 1, 1, 1, 1, 1, 1; 7, 0, 1, 1, 1; 19; 10; 0
1943; 5, 4, 2, 2, 2, 2, 2; 0, 5, 0, 1, 1; 19; 7; 0
1944; 5, 4, 2, 2, 2, 2, 1, 1; 2, 4, 0, 1, 1; 19; 8; 0
1945; 5, 4, 2, 2, 2, 1, 1, 1, 1; 4, 3, 0, 1, 1; 19; 9; 0
1946; 5, 4, 2, 2, 1, 1, 1, 1, 1, 1; 6, 2, 0, 1, 1; 19; 10; 0
1947; 5, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1; 8, 1, 0, 1, 1; 19; 11; 0
1948; 5, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1; 10, 0, 0, 1, 1; 19; 12; 0
1949; 5, 3, 3, 3, 3, 2; 0, 1, 4, 0, 1; 19; 6; 0
1950; 5, 3, 3, 3, 3, 1, 1; 2, 0, 4, 0, 1; 19; 7; 0
1951; 5, 3, 3, 3, 2, 2, 1; 1, 2, 3, 0, 1; 19; 7; 0
1952; 5, 3, 3, 3, 2, 1, 1, 1; 3, 1, 3, 0, 1; 19; 8; 0
1953; 5, 3, 3, 3, 1, 1, 1, 1, 1; 5, 0, 3, 0, 1; 19; 9; 0
1954; 5, 3, 3, 2, 2, 2, 2; 0, 4, 2, 0, 1; 19; 7; 0
1955; 5, 3, 3, 2, 2, 2, 1, 1; 2, 3, 2, 0, 1; 19; 8; 0
1956; 5, 3, 3, 2, 2, 1, 1, 1, 1; 4, 2, 2, 0, 1; 19; 9; 0
1957; 5, 3, 3, 2, 1, 1, 1, 1, 1, 1; 6, 1, 2, 0, 1; 19; 10; 0
1958; 5, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1; 8, 0, 2, 0, 1; 19; 11; 0
1959; 5, 3, 2, 2, 2, 2, 2, 1; 1, 5, 1, 0, 1; 19; 8; 0
1960; 5, 3, 2, 2, 2, 2, 1, 1, 1; 3, 4, 1, 0, 1; 19; 9; 0
1961; 5, 3, 2, 2, 2, 1, 1, 1, 1, 1; 5, 3, 1, 0, 1; 19; 10; 0
1962; 5, 3, 2, 2, 1, 1, 1, 1, 1, 1, 1; 7, 2, 1, 0, 1; 19; 11; 0
1963; 5, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1; 9, 1, 1, 0, 1; 19; 12; 0
1964; 5, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1; 11, 0, 1, 0, 1; 19; 13; 0
1965; 5, 2, 2, 2, 2, 2, 2, 2; 0, 7, 0, 0, 1; 19; 8; 1
1966; 5, 2, 2, 2, 2, 2, 2, 1, 1; 2, 6, 0, 0, 1; 19; 9; 0
1967; 5, 2, 2, 2, 2, 2, 1, 1, 1, 1; 4, 5, 0, 0, 1; 19; 10; 0
1968; 5, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1; 6, 4, 0, 0, 1; 19; 11; 0
1969; 5, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1; 8, 3, 0, 0, 1; 19; 12; 0
